Date,CODMBR,highfreq,upper_threshold,lower_threshold,trend_aware_flag
2022/4/2,374,12.10974569,43.47126096,-39.0400167,0
2022/4/3,366,-6.589473835,43.16428022,-39.34699744,0
2022/4/4,378,2.215622128,45.08166126,-41.26437848,0
2022/4/5,389,18.66740536,47.53728204,-53.27189533,0
2022/4/6,331,-32.07776812,52.31323007,-48.49594729,0
2022/4/7,315,-36.07314799,50.36383742,-50.44533995,0
2022/4/8,365,19.72573158,50.36383742,-50.44533995,0
2022/4/9,356,9.003125875,50.36383742,-50.44533995,0
2022/4/10,370,21.4919709,50.36383742,-50.44533995,0
2022/4/11,361,8.297760746,52.31323007,-48.49594729,0
2022/4/12,344,-10.23329765,52.31323007,-48.49594729,0
2022/4/13,354,1.908641389,50.36383742,-50.44533995,0
2022/4/14,339,-12.2355225,52.31323007,-48.49594729,0
2022/4/15,328,-22.2325664,50.36383742,-50.44533995,0
2022/4/16,385,36.65000118,42.16197268,-58.64720468,0
2022/4/17,346,-0.040751266,50.36383742,-50.44533995,0
2022/4/18,334,-8.520687779,46.39848761,-46.47999014,0
2022/4/19,317,-20.69585314,34.37247044,-50.85770244,0
2022/4/20,321,-12.45660251,34.37247044,-50.85770244,0
2022/4/21,341,11.25537266,34.37247044,-50.85770244,0
2022/4/22,366,40.45620819,34.36111324,-50.84634524,1
2022/4/23,313,-8.242616,34.36111324,-50.84634524,0
2022/4/24,320,2.020177463,34.36111324,-50.84634524,0
2022/4/25,298,-17.80626011,34.07270427,-49.15416591,0
2022/4/26,305,-9.479091038,36.85307022,-46.37379996,0
2022/4/27,324,9.660127877,36.85307022,-46.37379996,0
2022/4/28,303,-9.876272767,35.12844966,-48.09842052,0
2022/4/29,298,-11.95866206,36.85307022,-46.37379996,0
2022/4/30,338,30.87386445,37.53571709,-45.6911531,0
2022/5/1,315,11.22640674,37.77700444,-45.44986575,0
2022/5/2,295,-7.540730818,38.76729859,-46.4401599,0
2022/5/3,287,-16.78026317,38.52601124,-46.68144725,0
2022/5/4,301,-4.76036487,38.76729859,-46.4401599,0
2022/5/5,317,7.782837009,38.76729859,-46.4401599,0
2022/5/6,304,-4.077718004,38.77865578,-46.45151709,0
2022/5/7,314,12.3331891,41.88939892,-49.56226023,0
2022/5/8,287,-6.484985432,41.82255462,-49.97799063,0
2022/5/9,278,-3.836430655,42.06384197,-49.73670328,0
2022/5/10,286,9.714015962,44.09761446,-47.70293079,0
2022/5/11,276,-1.802658165,44.09761446,-47.70293079,0
2022/5/12,282,1.652312245,44.09761446,-47.70293079,0
2022/5/13,269,-17.45933495,44.09761446,-47.70293079,0
2022/5/14,294,9.254238172,44.92482275,-48.53013908,0
2022/5/15,285,11.16867658,46.01715321,-47.43780863,0
2022/5/16,256,-5.267764669,44.92482275,-48.53013908,0
2022/5/17,232,-11.96648989,46.01715321,-47.43780863,0
2022/5/18,222,-12.02029503,46.01715321,-47.43780863,0
2022/5/19,246,13.03085577,47.55258487,-44.24796038,0
2022/5/20,249,16.5573504,48.37979316,-45.07516867,0
2022/5/21,235,-0.710327709,48.37979316,-45.07516867,0
2022/5/22,248,9.846513666,48.37979316,-45.07516867,0
2022/5/23,234,-4.8824037,46.01715321,-47.43780863,0
2022/5/24,210,-32.89610072,46.01715321,-47.43780863,0
2022/5/25,267,17.94453613,46.24051343,-47.66116885,0
2022/5/26,235,-12.21255238,46.52519246,-47.94584788,0
2022/5/27,249,11.96437531,52.2442387,-43.25367178,0
2022/5/28,227,4.495283457,52.2442387,-43.25367178,0
2022/5/29,215,14.06099019,52.2442387,-43.25367178,0
2022/5/30,163,-23.12261283,52.2442387,-43.25367178,0
2022/5/31,204,24.95253769,47.03862753,-48.45928295,0
2022/6/1,152,-18.71116006,52.49282852,-43.50226161,0
2022/6/2,150,-14.49917989,46.38043778,-56.14524518,0
2022/6/3,155,-7.119142393,48.56555671,-53.96012626,0
2022/6/4,178,14.8040002,51.40550782,-51.12017514,0
2022/6/5,185,15.28708862,51.40550782,-51.12017514,0
2022/6/6,194,11.70477371,51.40550782,-51.12017514,0
2022/6/7,163,-20.74610143,51.40550782,-51.12017514,0
2022/6/8,166,-7.191588293,44.62644275,-50.02101229,0
2022/6/9,172,12.40914061,44.62644275,-50.02101229,0
2022/6/10,124,-14.56865679,44.89605191,-44.61071923,0
2022/6/11,150,20.41406404,44.45224429,-44.16691161,0
2022/6/12,126,-8.62544363,43.23366651,-36.61019484,0
2022/6/13,138,-2.697284773,41.78741083,-33.64067834,0
2022/6/14,153,0.14266634,41.2101456,-33.06341311,0
2022/6/15,159,3.311735833,37.3378133,-30.71434163,0
2022/6/16,140,-6.931162463,31.12169816,-28.59096964,0
2022/6/17,152,13.89680963,31.12169816,-28.59096964,0
2022/6/18,103,-22.00587428,31.12169816,-28.59096964,0
2022/6/19,124,4.375801118,31.12169816,-28.59096964,0
2022/6/20,128,4.073366244,31.12169816,-28.59096964,0
2022/6/21,135,6.280526683,30.6901174,-28.15938888,0
2022/6/22,143,5.649441325,30.6901174,-28.15938888,0
2022/6/23,145,4.200128598,32.73648897,-26.11301731,0
2022/6/24,122,-15.55790258,31.04194192,-24.41847025,0
2022/6/25,136,1.265364262,31.80357233,-23.65683984,0
2022/6/26,124,-5.822751485,31.80357233,-23.65683984,0
2022/6/27,145,16.95658095,31.80357233,-23.65683984,0
2022/6/28,121,-9.430641018,31.80357233,-23.65683984,0
2022/6/29,130,-2.401534832,31.80357233,-23.65683984,0
2022/6/30,141,5.57546634,30.37417729,-25.08623488,0
2022/7/1,126,-10.48203304,31.18157809,-25.89363568,0
2022/7/2,143,8.138091007,29.80297114,-27.27224262,0
2022/7/3,139,5.801421729,28.84755388,-28.22765989,0
2022/7/4,121,-9.577457065,28.84755388,-28.22765989,0
2022/7/5,135,5.495370388,30.60337814,-28.07264961,0
2022/7/6,126,-4.423249959,31.7891754,-26.88685236,0
2022/7/7,134,2.643971206,31.7891754,-26.88685236,0
2022/7/8,141,7.986338124,29.64796087,-29.02806688,0
2022/7/9,125,-11.7870723,31.7891754,-26.88685236,0
2022/7/10,143,0.309946994,31.7891754,-26.88685236,0
2022/7/11,161,10.31203207,30.9887684,-26.08644536,0
2022/7/12,150,-11.20829198,30.9887684,-26.08644536,0
2022/7/13,162,-4.354607519,28.75308018,-28.13318619,0
2022/7/14,168,2.451161519,25.14994359,-30.31046859,0
2022/7/15,171,8.03312308,28.04015308,-27.42025909,0
2022/7/16,163,6.488282629,22.83479381,-27.99531882,0
2022/7/17,145,-8.482496254,25.63052962,-25.01063563,0
2022/7/18,152,-2.5802625,22.74032012,-27.90084512,0
2022/7/19,158,3.519201429,21.42913797,-26.58966297,0
2022/7/20,150,-4.988569993,21.42913797,-26.58966297,0
2022/7/21,178,21.07045752,18.3065874,-23.4671124,1
2022/7/22,147,-12.95543186,18.3065874,-23.4671124,0
2022/7/23,158,-7.120986317,18.3065874,-23.4671124,0
2022/7/24,166,-6.651018137,17.48364276,-22.64416776,0
2022/7/25,175,0.472813919,17.48364276,-22.64416776,0
2022/7/26,167,-3.332452323,17.48364276,-22.64416776,0
2022/7/27,188,23.84607329,17.48364276,-22.64416776,1
2022/7/28,149,-4.933759945,18.14193796,-21.98587256,0
2022/7/29,151,2.911217947,18.14193796,-21.98587256,0
2022/7/30,132,-15.43990335,17.23251268,-22.89529784,0
2022/7/31,145,-1.202764635,18.14193796,-21.98587256,0
2022/8/1,157,10.48159332,19.50224586,-25.16503101,0
2022/8/2,143,-2.831392576,20.41167113,-24.25560574,0
2022/8/3,140,-3.513680881,21.26448853,-25.10842313,0
2022/8/4,146,3.457972966,21.26448853,-25.10842313,0
2022/8/5,145,2.754273474,21.1356394,-26.79842455,0
2022/8/6,153,9.144605044,22.04506467,-25.88899927,0
2022/8/7,146,-1.921967302,22.69056838,-26.53450299,0
2022/8/8,142,-11.40614313,23.40977105,-25.81530032,0
2022/8/9,152,-8.82978702,23.34017334,-27.18410794,0
2022/8/10,161,-0.615716781,23.34017334,-27.18410794,0
2022/8/11,136,-18.91228148,22.43074806,-28.09353321,0
2022/8/12,196,50.71950532,22.62479643,-28.28758158,1
2022/8/13,117,-13.32019046,23.94762746,-29.95765977,0
2022/8/14,113,-6.831448851,26.46735223,-30.31128683,0
2022/8/15,107,-7.695375015,26.75432654,-30.59826114,0
2022/8/16,111,2.923886661,25.67127768,-31.68131,0
2022/8/17,108,5.586615702,25.51479464,-31.83779304,0
2022/8/18,125,23.95224422,25.51479464,-31.83779304,0
2022/8/19,78,-25.83599442,26.14700633,-32.47000474,0
2022/8/20,103,-8.203205824,28.05907336,-34.06910568,0
2022/8/21,121,-3.161499205,28.05907336,-34.06910568,0
2022/8/22,139,8.708448468,32.28952323,-29.83865581,0
2022/8/23,126,-3.005016156,32.28952323,-29.83865581,0
2022/8/24,134,6.706431858,32.28952323,-29.83865581,0
2022/8/25,138,15.89866951,32.28952323,-29.83865581,0
2022/8/26,107,-9.84370676,32.93912818,-30.48826077,0
2022/8/27,102,-10.06512907,32.93912818,-30.48826077,0
2022/8/28,111,7.443179948,32.93912818,-30.48826077,0
2022/8/29,71,-21.01432578,31.76425565,-34.11526333,0
2022/8/30,93,6.95513792,34.30480944,-31.85394203,0
2022/8/31,87,1.225433706,34.30480944,-31.85394203,0
2022/9/1,98,10.51575751,34.30480944,-31.85394203,0
2022/9/2,103,9.688645694,34.30480944,-31.85394203,0
2022/9/3,95,-3.639899345,35.62665708,-30.53209439,0
2022/9/4,102,-1.17550384,34.16519319,-31.71432578,0
2022/9/5,92,-19.01408367,33.07415047,-32.80536851,0
2022/9/6,131,9.788205458,33.07415047,-32.80536851,0
2022/9/7,146,18.17943405,34.16519319,-31.71432578,0
2022/9/8,112,-18.82617615,34.16519319,-31.71432578,0
2022/9/9,135,2.547281345,28.24135953,-25.79049212,0
2022/9/10,128,-3.207760456,26.91015316,-24.45928575,0
2022/9/11,119,-7.80045309,25.81911043,-25.55032848,0
2022/9/12,126,7.026596996,24.50921561,-26.8602233,0
2022/9/13,118,11.52941563,22.6190728,-24.97008048,0
2022/9/14,89,0.134390979,23.49349184,-23.22470988,0
2022/9/15,70,-10.49633663,23.50761282,-23.21058891,0
2022/9/16,81,-1.230950085,22.36484923,-22.06782531,0
2022/9/17,92,5.342674726,22.36484923,-22.06782531,0
2022/9/18,102,4.486793961,22.35072825,-22.08194629,0
2022/9/19,94,-6.012175742,21.71093598,-21.41391206,0
2022/9/20,98,5.276904316,21.71093598,-21.41391206,0
2022/9/21,82,-3.940252394,21.98621579,-21.13863225,0
2022/9/22,71,-4.92789187,22.64012904,-21.7925455,0
2022/9/23,75,0.148511957,22.36484923,-22.06782531,0
2022/9/24,89,4.343233927,22.36484923,-22.06782531,0
2022/9/25,97,0.423791772,23.50761282,-23.21058891,0
2022/9/26,106,-8.060506743,23.78289264,-22.93530909,0
2022/9/27,131,5.468647291,28.77197148,-20.08550362,0
2022/9/28,107,-22.39316775,27.14129499,-26.29371145,0
2022/9/29,159,24.87546367,27.14129499,-26.29371145,0
2022/9/30,157,20.4035487,28.38167172,-27.53408817,0
2022/10/1,162,27.64302338,29.2491555,-28.95213158,0
2022/10/2,78,-49.67599731,36.65762227,-35.81003873,1
2022/10/3,95,-20.02431362,36.65762227,-35.81003873,0
2022/10/4,103,7.433832901,36.78725411,-35.93967056,0
2022/10/5,83,-1.683879847,41.41447596,-40.56689241,0
2022/10/6,94,10.9327693,46.45933147,-35.52203689,0
2022/10/7,102,19.5906525,46.45933147,-35.52203689,0
2022/10/8,73,-13.52851317,39.30680434,-42.67456403,0
2022/10/9,94,5.912681015,43.37602168,-42.59393319,0
2022/10/10,77,-9.20790369,43.37602168,-42.59393319,0
2022/10/11,85,-2.635740554,43.37602168,-42.59393319,0
2022/10/12,98,7.319751345,41.30109759,-44.66885728,0
2022/10/13,84,-8.392092566,41.30109759,-44.66885728,0
2022/10/14,75,-18.35681047,41.30109759,-44.66885728,0
2022/10/15,121,27.19152729,40.34923688,-45.62071799,0
2022/10/16,105,11.80062565,39.34107312,-44.61255423,0
2022/10/17,89,-4.368597833,37.78585588,-43.05733699,0
2022/10/18,77,-17.28571511,36.48717046,-44.35602241,0
2022/10/19,95,0.391044246,35.03974991,-40.31123102,0
2022/10/20,104,9.326043648,33.17750578,-38.44898689,0
2022/10/21,108,15.09503329,33.17750578,-38.44898689,0
2022/10/22,85,-3.953134925,33.21111238,-38.41538028,0
2022/10/23,70,-13.74356744,31.87882036,-39.74767231,0
2022/10/24,47,-29.7455955,32.50997552,-37.71424342,0
2022/10/25,69,-3.934425974,34.33189982,-35.89231912,0
2022/10/26,102,29.23683064,33.24348479,-36.98073415,0
2022/10/27,97,23.63392884,26.65411756,-31.85838545,0
2022/10/28,69,-7.078884954,25.91431361,-29.65156297,0
2022/10/29,77,-2.602133947,18.97340797,-22.71065733,0
2022/10/30,83,-0.780209651,18.45622217,-23.0408374,0
2022/10/31,71,-19.42574282,17.53153045,-22.11614568,0
2022/11/1,103,3.666802817,17.53153045,-22.11614568,0
2022/11/2,97,-6.643980251,16.71562223,-20.4528716,0
2022/11/3,110,6.963385515,17.65410465,-19.51438918,0
2022/11/4,116,15.29210309,16.18079144,-18.04107596,0
2022/11/5,93,-1.868624683,15.41550624,-16.97592554,0
2022/11/6,89,-4.063115574,14.79606017,-16.65634469,0
2022/11/7,95,-0.930142263,13.43689782,-17.17414719,0
2022/11/8,96,-2.292307614,12.22057129,-14.08085581,0
2022/11/9,95,-7.016661443,12.22057129,-14.08085581,0
2022/11/10,103,0.613414099,12.22057129,-14.08085581,0
2022/11/11,98,-0.557337319,12.59337623,-13.70805087,0
2022/11/12,106,11.7453927,12.22057129,-14.08085581,0
2022/11/13,91,2.858135673,12.22057129,-14.08085581,0
2022/11/14,77,-7.668084692,12.22057129,-14.08085581,0
2022/11/15,86,1.463984478,11.44682847,-14.85459863,0
2022/11/16,82,-2.507614372,12.22057129,-14.08085581,0
2022/11/17,83,-2.837889324,12.22057129,-14.08085581,0
2022/11/18,91,3.77174316,15.16886511,-16.28353975,0
2022/11/19,86,-2.384117443,16.53732518,-17.65199982,0
2022/11/20,93,1.979999235,16.53732518,-17.65199982,0
2022/11/21,101,6.162461837,16.53732518,-17.65199982,0
2022/11/22,89,-7.714454474,18.4792054,-16.2459413,0
2022/11/23,92,-4.626977427,18.67988209,-16.44661799,0
2022/11/24,107,11.1200436,16.20538455,-19.61315471,0
2022/11/25,92,-1.703885083,16.26734013,-19.67511029,0
2022/11/26,95,1.116632052,16.26734013,-19.67511029,0
2022/11/27,89,-7.734309071,19.08785726,-16.85459316,0
2022/11/28,106,6.210802756,20.03791664,-16.07791817,0
2022/11/29,101,-3.001293623,19.17454946,-16.94128535,0
2022/11/30,98,-10.42332135,19.17454946,-16.94128535,0
2022/12/1,121,8.176734152,19.17454946,-16.94128535,0
2022/12/2,124,5.556679235,18.9843913,-17.75351317,0
2022/12/3,130,4.943062707,20.38688361,-18.15361951,0
2022/12/4,121,-7.72227319,21.3772922,-17.28712208,0
2022/12/5,125,-4.24243561,21.3772922,-17.28712208,0
2022/12/6,132,3.667397056,21.3772922,-17.28712208,0
2022/12/7,127,2.060009516,21.3772922,-17.28712208,0
2022/12/8,132,4.73541697,21.3772922,-17.28712208,0
2022/12/9,124,-12.02243364,21.07032911,-17.59408517,0
2022/12/10,147,0.615439065,21.07032911,-17.59408517,0
2022/12/11,173,12.48410248,21.3772922,-17.28712208,0
2022/12/12,154,-11.83373296,21.07032911,-17.59408517,0
2022/12/13,163,2.045085064,21.07032911,-17.59408517,0
2022/12/14,156,2.315255061,20.74037547,-17.92403881,0
2022/12/15,147,6.395048786,22.18863788,-18.71239394,0
2022/12/16,135,1.738121973,22.25059347,-18.77434952,0
2022/12/17,125,-8.022054264,27.83938079,-24.36313685,0
2022/12/18,131,-0.428825341,30.31348804,-26.8372441,0
2022/12/19,126,-5.475338942,29.9835344,-27.16719774,0
2022/12/20,122,-9.18779747,32.58966464,-29.11342069,0
2022/12/21,145,15.24109636,32.58966464,-29.11342069,0
2022/12/22,132,1.40816833,32.259711,-29.44337434,0
2022/12/23,142,8.839982775,32.259711,-29.44337434,0
2022/12/24,123,-10.44703151,32.259711,-29.44337434,0
2022/12/25,135,3.342603595,32.3547906,-30.1000702,0
2022/12/26,123,-6.395001675,32.3547906,-30.1000702,0
2022/12/27,128,2.210192273,30.79860506,-31.65625574,0
2022/12/28,138,8.999561097,31.09279402,-31.9504447,0
2022/12/29,125,-14.83013899,32.56058204,-30.48265668,0
2022/12/30,163,9.263003106,33.38406417,-31.30613881,0
2022/12/31,170,-2.962016482,34.81229436,-32.73436901,0
2023/1/1,176,-7.475273668,34.81229436,-32.73436901,0
2023/1/2,185,1.127360199,34.81229436,-32.73436901,0
2023/1/3,199,16.22082416,34.81229436,-32.73436901,0
2023/1/4,167,-9.446240724,34.81229436,-32.73436901,0
2023/1/5,181,8.837159339,31.71004316,-35.83662021,0
2023/1/6,165,-5.898040516,34.81229436,-32.73436901,0
2023/1/7,157,-8.919581803,34.76219006,-32.6842647,0
2023/1/8,160,1.03896268,31.65993886,-35.7865159,0
2023/1/9,153,-2.06328852,34.76219006,-32.6842647,0
2023/1/10,148,-5.888508076,31.55557199,-35.68214903,0
2023/1/11,167,12.70705159,31.6876645,-29.60973914,0
2023/1/12,174,16.5388936,31.29020123,-29.21227587,0
2023/1/13,162,6.148682303,28.18795003,-32.31452707,0
2023/1/14,121,-28.02623463,26.83918531,-30.96576235,0
2023/1/15,135,-6.637620322,26.83918531,-30.96576235,0
2023/1/16,140,8.147871642,26.76687722,-30.89345426,0
2023/1/17,131,6.123541413,26.63520242,-30.76177947,0
2023/1/18,115,-6.486723186,29.73745362,-27.65952827,0
2023/1/19,125,7.269569645,26.63520242,-30.76177947,0
2023/1/20,112,-3.020757673,29.64018182,-27.15699588,0
2023/1/21,121,7.04924236,29.64018182,-27.15699588,0
2023/1/22,109,-5.313552513,29.64018182,-27.15699588,0
2023/1/23,113,-4.033252184,25.84489472,-30.95228297,0
2023/1/24,125,2.681515382,25.35189829,-30.85608494,0
2023/1/25,115,-9.614180481,25.05365856,-30.1610468,0
2023/1/26,137,13.28255036,28.84894565,-26.36575971,0
2023/1/27,120,-2.553694122,24.25269218,-26.54545087,0
2023/1/28,121,1.24159297,23.59946566,-25.89222435,0
2023/1/29,108,-12.33904442,22.45564542,-24.48015082,0
2023/1/30,136,11.15526103,22.32151877,-24.61427746,0
2023/1/31,127,-2.752093325,22.45564542,-24.48015082,0
2023/2/1,144,7.645369639,22.45564542,-24.48015082,0
2023/2/2,134,-4.396592971,24.70949109,-22.22630515,0
2023/2/3,128,-7.007923181,24.70949109,-22.22630515,0
2023/2/4,135,4.804715987,22.45564542,-24.48015082,0
2023/2/5,127,4.821846062,23.8082866,-23.12750963,0
2023/2/6,118,-1.146379343,23.8082866,-23.12750963,0
2023/2/7,121,-1.012252702,24.70949109,-22.22630515,0
2023/2/8,129,3.682247695,24.48825426,-23.8074773,0
2023/2/9,116,-15.23866232,24.48825426,-23.8074773,0
2023/2/10,132,1.518488265,24.48825426,-23.8074773,0
2023/2/11,125,3.159663365,28.43195108,-25.39497456,0
2023/2/12,131,19.45623373,29.81479886,-26.77782233,0
2023/2/13,81,-16.0362013,29.81479886,-26.77782233,0
2023/2/14,86,-4.897985253,30.31402916,-27.27705263,0
2023/2/15,95,0.340388483,29.13592938,-28.45515241,0
2023/2/16,107,6.823560618,29.13592938,-28.45515241,0
2023/2/17,115,4.102789799,30.31402916,-27.27705263,0
2023/2/18,103,-12.50834238,30.31402916,-27.27705263,0
2023/2/19,106,-6.596156605,29.13592938,-28.45515241,0
2023/2/20,120,9.476858268,29.5401436,-28.85936664,0
2023/2/21,128,21.67368765,29.5401436,-28.85936664,0
2023/2/22,115,9.860042808,29.13592938,-28.45515241,0
2023/2/23,82,-26.08528554,29.13592938,-28.45515241,0
2023/2/24,97,-13.29426238,29.13592938,-28.45515241,0
2023/2/25,113,-0.210355456,29.13592938,-28.45515241,0
2023/2/26,125,12.54069155,28.58518544,-29.00589635,0
2023/2/27,112,4.900924297,28.58518544,-29.00589635,0
2023/2/28,96,-4.345970545,27.29196797,-30.29911381,0
2023/3/1,89,-1.832164062,26.77528272,-27.44098261,0
2023/3/2,79,-8.487281833,26.89777721,-27.31848812,0
2023/3/3,96,4.6900555,26.77528272,-27.44098261,0
2023/3/4,103,6.157535763,25.43983546,-28.4469813,0
2023/3/5,115,8.463438478,25.43983546,-28.4469813,0
2023/3/6,108,-5.038550589,26.61055844,-27.27625832,0
2023/3/7,114,-1.503572919,26.61055844,-27.27625832,0
2023/3/8,111,-8.584382925,24.57477936,-27.5819252,0
2023/3/9,133,9.570684491,24.57477936,-27.5819252,0
2023/3/10,122,-4.532172665,24.22302066,-27.88734878,0
2023/3/11,129,-0.332849945,24.20791286,-27.2150587,0
2023/3/12,137,6.407419869,24.54392345,-25.20962334,0
2023/3/13,124,-6.207457517,24.94573778,-24.80780901,0
2023/3/14,112,-16.69914479,24.20157615,-24.86727604,0
2023/3/15,131,5.265453995,23.03085317,-26.03799901,0
2023/3/16,145,24.14035789,23.03085317,-26.03799901,1
2023/3/17,108,-5.979394194,23.78237466,-24.44807454,0
2023/3/18,105,-7.094313511,24.18418899,-24.04626021,0
2023/3/19,120,4.272012426,24.18418899,-24.04626021,0
2023/3/20,114,-7.37402141,24.18418899,-24.04626021,0
2023/3/21,131,0.068964386,24.13904824,-24.00111947,0
2023/3/22,147,12.10713094,24.50029726,-23.42125516,0
2023/3/23,135,2.596399857,24.03730005,-22.95825794,0
2023/3/24,113,-16.67664408,23.97990727,-22.90086516,0
2023/3/25,122,-2.282017,24.96378566,-21.5164687,0
2023/3/26,128,5.506362911,23.97990727,-22.90086516,0
2023/3/27,127,1.723658479,23.56674338,-23.42881461,0
2023/3/28,133,5.360385582,24.03730005,-22.95825794,0
2023/3/29,126,-5.269584716,24.03730005,-22.95825794,0
2023/3/30,135,2.859550999,23.97990727,-22.90086516,0
2023/3/31,123,-6.442848208,23.97990727,-22.90086516,0
2023/4/1,127,0.539521053,25.16404469,-21.71672773,0
2023/4/2,135,12.98289078,23.97990727,-22.90086516,0
2023/4/3,110,-10.13769352,24.50029726,-23.42125516,0
2023/4/4,128,6.549698079,25.68443469,-22.23711773,0
2023/4/5,115,-8.042398828,23.59406099,-20.14674403,0
2023/4/6,122,-4.048242287,25.79374234,-22.34642538,0
2023/4/7,134,7.436480349,25.46796556,-24.38892346,0
2023/4/8,121,-3.044498307,25.46796556,-24.38892346,0
2023/4/9,126,4.682294466,25.46796556,-24.38892346,0
2023/4/10,114,-3.320068394,23.07091333,-26.78597569,0
2023/4/11,121,7.470849544,25.46796556,-24.38892346,0
2023/4/12,96,-14.25922861,29.00387354,-20.85301548,0
2023/4/13,113,7.097113814,23.09239651,-26.80745886,0
2023/4/14,105,4.160185127,25.42381939,-24.47603598,0
2023/4/15,95,-3.148180206,23.1268128,-26.77304256,0
2023/4/16,102,4.075429032,22.66339249,-26.30962225,0
2023/4/17,89,-9.996190025,24.96039908,-24.01261567,0
2023/4/18,110,7.820976595,23.54506359,-22.59728017,0
2023/4/19,98,-6.842854132,25.53185795,-20.61048581,0
2023/4/20,105,-1.857531177,23.54506359,-22.59728017,0
2023/4/21,117,6.763856359,23.1256324,-18.20426026,0
2023/4/22,124,9.589187333,20.94143626,-19.99365285,0
2023/4/23,107,-8.237879064,20.65375884,-19.70597542,0
2023/4/24,113,0.473891707,19.47441655,-19.20851221,0
2023/4/25,106,-1.823114881,17.5183495,-21.16457926,0
2023/4/26,91,-8.989735252,19.47441655,-19.20851221,0
2023/4/27,102,5.615980374,17.63471609,-21.28094585,0
2023/4/28,100,2.460686069,19.59078313,-19.3248788,0
2023/4/29,105,6.100794566,19.59078313,-19.3248788,0
2023/4/30,96,-6.312144411,19.59078313,-19.3248788,0
2023/5/1,106,2.485494226,19.59078313,-19.3248788,0
2023/5/2,102,0.132952167,18.7431537,-20.55209869,0
2023/5/3,98,-2.930014122,18.69743402,-20.59781838,0
2023/5/4,96,-3.593363404,18.7431537,-20.55209869,0
2023/5/5,95,-5.587222407,19.16938983,-21.06977419,0
2023/5/6,119,14.47040463,19.21510952,-21.0240545,0
2023/5/7,105,-4.259233913,19.21510952,-21.0240545,0
2023/5/8,121,5.37847295,19.35918506,-21.25956942,0
2023/5/9,124,3.992282759,20.38181643,-22.2822008,0
2023/5/10,121,-0.950192182,20.93789387,-22.93859434,0
2023/5/11,110,-13.91158732,20.98805193,-22.88843629,0
2023/5/12,124,-0.904472493,21.1276891,-23.12838958,0
2023/5/13,118,-10.43412169,21.31632888,-23.31702935,0
2023/5/14,157,22.03198718,21.97272242,-23.87310679,1
2023/5/15,141,-1.000350237,22.01844211,-23.8273871,0
2023/5/16,155,4.521540507,22.01844211,-23.8273871,0
2023/5/17,140,-11.55728713,22.44135074,-24.3417351,0
2023/5/18,138,-6.18472803,22.44135074,-24.3417351,0
2023/5/19,148,14.68941093,22.44135074,-24.3417351,0
2023/5/20,107,-9.404768056,22.44135074,-24.3417351,0
2023/5/21,113,5.264628718,22.48707042,-24.29601541,0
2023/5/22,100,-8.669224695,26.16071153,-20.6223743,0
2023/5/23,117,6.848904359,26.16071153,-20.6223743,0
2023/5/24,122,6.082360355,26.16071153,-20.6223743,0
2023/5/25,124,6.407259397,26.16071153,-20.6223743,0
2023/5/26,107,-6.966119697,26.16071153,-20.6223743,0
2023/5/27,102,-10.1971195,26.16071153,-20.6223743,0
2023/5/28,105,-5.152813714,26.16071153,-20.6223743,0
2023/5/29,115,3.128831576,26.52037449,-20.26271134,0
2023/5/30,125,6.494452473,26.16071153,-20.6223743,0
2023/5/31,131,4.484196226,26.16071153,-20.6223743,0
2023/6/1,140,2.769168615,26.16071153,-20.6223743,0
2023/6/2,135,-5.103599818,26.16071153,-20.6223743,0
2023/6/3,131,-2.865609795,26.16071153,-20.6223743,0
2023/6/4,128,3.319844098,27.83892071,-22.30058348,0
2023/6/5,101,-8.558372231,29.11614214,-24.53649731,0
2023/6/6,106,4.467826339,30.13900647,-24.60066924,0
2023/6/7,99,-2.9102099,30.49866944,-24.24100628,0
2023/6/8,108,6.178067076,30.49866944,-24.24100628,0
2023/6/9,101,-3.621682377,33.14310707,-26.50341887,0
2023/6/10,105,2.289822412,34.40232542,-28.86398819,0
2023/6/11,112,17.21177538,34.39909351,-29.81944868,0
2023/6/12,57,-30.23123848,31.2335616,-36.96478119,0
2023/6/13,88,10.0246105,38.21707439,-33.63742956,0
2023/6/14,90,18.7679926,39.69702259,-35.11737776,0
2023/6/15,43,-24.9875424,36.77040892,-42.59082872,0
2023/6/16,70,5.42708359,38.5145943,-40.84664335,0
2023/6/17,71,8.73959599,38.5145943,-40.84664335,0
2023/6/18,50,-10.84820396,38.87040775,-40.49082989,0
2023/6/19,85,24.94349875,38.5145943,-40.84664335,0
2023/6/20,40,-21.09936876,38.87040775,-40.49082989,0
2023/6/21,54,-9.944057082,38.87040775,-40.49082989,0
2023/6/22,61,-3.583920287,36.75112775,-39.0831768,0
2023/6/23,97,34.08416794,36.75112775,-39.0831768,0
2023/6/24,47,-13.89333787,36.75112775,-39.0831768,0
2023/6/25,45,-12.53238872,36.75112775,-39.0831768,0
2023/6/26,56,-1.166024526,36.75112775,-39.0831768,0
2023/6/27,75,14.77729845,34.48784831,-37.1790402,0
2023/6/28,63,-0.810211069,34.48784831,-37.1790402,0
2023/6/29,59,-10.04638799,34.48784831,-37.1790402,0
2023/6/30,78,4.920460196,34.48784831,-37.1790402,0
2023/7/1,81,5.53856079,32.69012006,-35.38131194,0
2023/7/2,71,-7.473446472,27.41203762,-29.74408668,0
