Date,Q2i,Q2mbr,P,DO,pH2i,COD2i,NH3-N2i,pHo,CODo,NH3-No,Tempo,pHMBR,CODMBR
2021/10/21,0,0,49.1,5.6,8.3,1752,153.8571429,7.76,580,3.2,32,6.8,426
2021/10/22,0,0,49.1,5.7,8.3,1289,153.6321429,7.76,545,3.1,32,6.7,376
2021/10/23,75,42,49.1,5.6,8.2,2532,142.3,7.76,534,2.6,32,6.7,387
2021/10/24,75,267,49.1,5.5,8.3,2654,131.2,7.75,582,2.5,32,6.7,354
2021/10/25,119,213,49.1,4.1,8.4,1754,108,7.75,575,2.8,32,6.6,365
2021/10/26,42,109,49,4.1,8.4,1703,175,7.75,569,3.6,32,6.6,354
2021/10/27,73,54,49,5.9,8.3,1561,172,7.75,628,3.5,32,6.5,355
2021/10/28,47,0,49,3,8,1697,188,7.8,622,3.2,32,6.5,324
2021/10/29,174,177,49,4.5,8.1,1298,140,7.8,655,3.9,32,6.5,378
2021/10/30,126,274,49,6.8,8,1509,153,7.7,664.6,7.8,32,6.5,351
2021/10/31,131,216,48.9,6.2,8.2,1752,143,7.7,665.29,8,32,6.3,499
2021/11/1,106,4,48.9,6.7,8.3,1289,164,7.7,665.98,7.7,32,6.1,478
2021/11/2,10,95,48.9,6.5,8.4,1557,128,7.7,667,8.2,32,6.9,493
2021/11/3,38,0,48.9,6.4,8.2,1453,154,7.8,369,5.4,32,7.8,323
2021/11/4,153,78,49.2,5,8.1,1369,177,7.78,387,5.21,32,7.7,356
2021/11/5,167,202,49.2,5.1,8.2,1531,153,7.9,378.2,5.35,32,7.9,378
2021/11/6,264,290,41,5,8.4,1652,123,7.9,364.1,5.25,32,7.9,362
2021/11/7,53,311,29.9,4.5,8.3,1456,133,8,376,5.12,32,7.8,357
2021/11/8,122,293,30.6,4.8,8.2,1565,129,7.9,354,5.21,32,7.9,334
2021/11/9,0,286,40.4,1.6,8.1,1643,137,8,365.2,5.63,32,8,351
2021/11/10,36,279,38.5,5.5,8.5,1654,156,8,398,5.2,32,8,325
2021/11/11,52,297,22.4,4.1,8.3,1565,143,8,387,5.31,32,8,352
2021/11/12,52,97,43.7,4.1,8.5,1785,135,7.9,378,5.45,32,7.9,345
2021/11/13,81,0,52.8,5.9,8.3,1658,155,8,398,5.21,32,8,357
2021/11/14,25,104,52.5,3,8.2,1756,123,8,387,5.3,32,8,345
2021/11/15,0,314,55.3,4.5,8.1,1569,132,8,395,5.34,32,8,375.1
2021/11/16,0,196,56.8,2.3,8.3,1667,142,8,384,5.21,32,8,365
2021/11/17,0,273,56.7,2.5,8.4,1893,166,8.1,410,5.2,32,8,354
2021/11/18,131,0,60.3,2.5,8.1,1544,129,8,387,5.1,32,8,364
2021/11/19,44,209,58.7,2.2,8.3,1654,154,8,395,5.2,32,8,375
2021/11/20,88,0,59.6,2.1,8.2,1756,135,8,420,5.08,32,8,384
2021/11/21,77,155,58.8,2.8,8,1259,145,8,412,4.98,32,8,378
2021/11/22,41,316,57.3,2.4,8.1,1198,166,8,398,4.51,32,8,376
2021/11/23,95,192,58.7,3,8.1,1432,159,8,401.2,4.21,32,8,387
2021/11/24,22,18,61.4,4.4,8.1,1256,146,7.9,389,4.3,32,7.8,354
2021/11/25,92,0,63.3,2.6,8,1420,172,7.9,398,4.2,32,7.8,365
2021/11/26,118,100,63,1,8.3,1599,144,8,412,4.21,32,7.9,354
2021/11/27,0,318,59.4,0.6,8.4,1654,123,8,402,4.32,32,7.9,355
2021/11/28,65,306,55.9,2.3,8.2,1546,154,7.9,421,4.21,32,7.8,324
2021/11/29,9,294,51.4,2,7.9,1397,178,8,432,4.32,32,7.9,378
2021/11/30,42,317,53.6,0.6,7.8,1287,164,8,398,5.02,32,8,351
2021/12/1,55,308,54.1,0.8,8.2,1600,153,6.5,580,6.7,32,6.4,499
2021/12/2,15,256,55.1,2.1,7.6,1569,149,6.8,545,8.5,32,6.7,478
2021/12/3,65,0,62.8,2.5,7.8,1685,162,6.7,534,8.8,32,6.6,493
2021/12/4,149,150,62.6,3.2,7.3,1728,152,7.1,582,7.4,32,6.8,469
2021/12/5,92,150,60.4,3,8.3,1865,175,7.3,575,7.3,32,7.2,426
2021/12/6,0,150,61,3.7,8.2,1575,168,7.2,569,7.9,32,7,440
2021/12/7,67,150,60.8,3.6,8.3,1660,187,7,628,7.3,32,6.9,466
2021/12/8,0,150,59.7,1.7,8.2,1464,157,6.9,622,7.6,32,6.8,454
2021/12/9,110,200,59.8,3,8.1,1521,145,6.8,655,6.8,32,6.8,505
2021/12/10,36,300,56.2,1,8.2,1465,142,6.7,632,7.1,32,6.7,525
2021/12/11,0,263,55,2.6,8.2,1572,153,6.9,615,6.9,32,6.8,510
2021/12/12,42,210,55.9,0.9,8,1627,165,7.1,593,6.5,32,7,486
2021/12/13,0,82,57.3,1.7,8,1564,154,6.9,545,6.2,32,6.8,475
2021/12/14,29,160,54.3,3.2,8,1621,145,7.2,654,7.51,32,7,484
2021/12/15,0,269,53.3,3.3,8.1,1700,153,7,681,8.9,32,7,460
2021/12/16,0,240,53.9,1.4,8.1,1680,149,6.9,698,9.5,32,6.9,520
2021/12/17,0,250,53.8,3.6,8.1,1752,156,7.1,659,8.1,32,7,516
2021/12/18,0,137,56.1,2.1,8.1,1633,151,7.2,634,7.9,32,7,507
2021/12/19,0,99,57.7,1.1,8.2,1549,147,7.3,625,7.7,32,7,496
2021/12/20,0,191,53.9,0.3,8.1,1528,149,7.3,606,7.3,32,7.1,485
2021/12/21,0,243,50.4,0.2,8.3,1684,154,7.5,586,7.21,32,7.3,453
2021/12/22,124,156,54,1.4,8.3,1864,135,7.5,544,7.31,32,7.4,441
2021/12/23,0,136,54.1,0.8,8.1,1487,140,7.2,578,8.3,32,7.2,457
2021/12/24,0,130,54.4,2.2,8.2,1664,145,7.3,589,7.8,32,7.3,460
2021/12/25,125,236,51.4,1.5,8.1,1852,135,6.9,602,7.2,32,6.9,550
2021/12/26,57,240,45.5,0.9,7.9,1542,141,6.8,687,8.9,32,6.8,621
2021/12/27,65,95,56.5,3.6,7.8,1651,146,7.1,645,8.5,32,6.9,586
2021/12/28,24,100,54.8,1.1,7.6,1725,153,7.3,618,7.8,32,7.2,549
2021/12/29,172,221,54.2,2.5,8,1877,143,7.5,655,7.7,32,7.4,535
2021/12/30,127,7,59.4,3.8,8,1981,153,7.5,678,7.6,32,7.4,521
2021/12/31,70,0,60.5,3,8.3,1764,149,7.4,613,7.1,32,7.4,505
2022/1/1,67,0,56.9,2.7,8.2,1799,163,7.5,588,7.3,32,7.5,499
2022/1/2,50,0,60.7,1.2,7.6,1500,150,7.4,647,8.9,32,7.4,485
2022/1/3,27,0,67.9,1.4,7.5,1605,159,7.4,632,8.2,32,7.4,491
2022/1/4,34,0,67.8,3.2,7.7,1659,164,7.6,636,7.9,32,7.6,503
2022/1/5,78,0,67.7,1,7.9,1533,176,7.7,618,7.6,32,7.7,492
2022/1/6,0,0,67.2,0.4,8.3,1654,156,7.6,654,7.72,32,7.6,512
2022/1/7,43,0,68.4,0,8,1754,177,7.8,612,7.5,32,7.7,498
2022/1/8,32,0,62.3,0,8.2,1657,165,7.6,633,7.6,32,7.6,509
2022/1/9,0,0,57.3,3.5,8.2,1581,184,7.7,684,7.01,32,7.7,556
2022/1/10,0,130,64,5.3,7.9,1523,163,7.7,654,6.9,32,7.7,602
2022/1/11,57,310,59.2,2.4,7.8,1602,171,7.7,674,6.8,32,7.7,622
2022/1/12,11,191,60,4.7,7.8,1669,184,7.8,641,6.5,32,7.8,588
2022/1/13,59,164,57.9,7.1,7.9,1752,177,7.8,655,6.7,32,7.8,563
2022/1/14,4,148,60.2,7,8.1,1844,164,7.9,654,6.4,32,7.8,574
2022/1/15,28,0,60.2,7.9,8.1,1754,184,7.8,634,6.5,32,7.8,545
2022/1/16,0,185,57.7,8.2,8,1550,160,7.6,613,5.7,32,7.6,569
2022/1/17,62,92,59.9,5,8,1684,175,7.7,644,6.52,32,7.7,541
2022/1/18,60,140,59.3,7.2,8,1523,165,7.7,655,8.6,32,7.7,580
2022/1/19,81,130,58.5,7.3,8,1752,155,7.9,623,7.6,32,7.9,601
2022/1/20,100,168,57.6,6.5,8,1688,167,7.9,605,7.4,32,7.9,586
2022/1/21,10,161,57.9,7.8,6.5,1355,88,7.5,647,6.7,32,7.5,611
2022/1/22,28,156,58.3,8,7.8,1564,124,7.8,654,6.3,32,7.7,577
2022/1/23,55,0,60.1,8.3,7.9,1654,135,7.8,641,6.2,32,7.7,564
2022/1/24,68,133,59,8.8,8.2,1369,120,7.7,601,5.8,32,7.7,556
2022/1/25,81,135,58.2,7.2,7.8,1465,171,7.8,554,5.37,32,7.8,536
2022/1/26,30,163,57.6,7.6,6.5,1477,228,7.3,588,5.99,32,7.3,499
2022/1/27,48,157,58.2,5.5,6.7,1402,201,7.3,602,6.3,32,7.3,521
2022/1/28,40,60,59.8,4.8,6.9,1436,217,7.3,593,6.2,32,7.3,515
2022/1/29,0,176,58.5,3.2,7.1,1528,185,7.4,587,5.9,32,7.4,502
2022/1/30,63,136,58.7,5.4,7.4,1650,195,7.5,585,5.8,32,7.4,512
2022/1/31,57,149,57.9,8,7.7,1541,175,7.5,574,5.7,32,7.4,503
2022/2/1,60,289,58.3,6.2,7.2,1401,166,7.6,509,5.5,32,7.6,490
2022/2/2,56,242,57.7,8.1,7.8,1487,147,7.5,488,4.7,32,7.6,472
2022/2/3,0,90,58.9,8.6,6.5,1521,151,7.6,503,6.1,32,7.6,498
2022/2/4,64,160,58.6,8.8,6.6,1423,142,7.6,492,5.6,32,7.6,485
2022/2/5,0,232,57.9,8.3,6.8,1479,146,7.6,485,5.5,32,7.6,477
2022/2/6,0,82,59.2,9.1,7,1526,153,7.6,501,5.7,32,7.6,485
2022/2/7,30,242,56.6,6.4,7.8,1461,143,7.6,510,5.3,32,7.6,451
2022/2/8,28,124,57.9,9.4,7.9,1541,154,7.6,505,5.4,32,7.6,421
2022/2/9,0,0,59.3,8.9,7.5,1405,146,7.5,489,4.7,32,7.6,419
2022/2/10,23,37,62,7,7.5,1375,150,7.5,467,4.2,32,7.5,429
2022/2/11,58,0,67.9,8.6,7.6,1502,142,7.5,455,4.6,32,7.5,431
2022/2/12,20,0,68.2,7.2,7.7,1562,149,7.5,472,4.5,32,7.5,424
2022/2/13,42,0,68.1,9.7,7.5,1435,156,7.5,464,4.4,32,7.5,428
2022/2/14,74,196,59.9,8.5,7.2,1398,145,7.5,452,4.2,32,7.5,419
2022/2/15,25,168,58.2,9.2,7.7,1454,152,7.5,454,4.1,32,7.5,412
2022/2/16,88,0,61.2,7,7.9,1541,164,7.5,471,4.3,32,7.5,410
2022/2/17,75,0,61.5,7.4,7.6,1437,148,7.5,469,3.4,32,7.5,402
2022/2/18,96,100,60.5,7.1,7.8,1389,150,7.6,435,3.3,32,7.6,399
2022/2/19,55,0,62.1,6.8,7.5,1502,142,7.6,450,3.5,32,7.6,406
2022/2/20,55,187,60.5,6.7,7.2,1402,149,7.6,460,2.9,32,7.6,359
2022/2/21,40,162,59.7,8.1,7.4,1469,144,7.6,452,3.1,32,7.6,346
2022/2/22,92,186,58.6,8.7,7.7,1424,158,7.6,471,3.3,32,7.6,355
2022/2/23,77,115,58.9,4.8,7.8,1464,164,7.6,464,3.5,32,7.6,364
2022/2/24,15,148,59.1,2.4,7.5,1397,150,7.7,447,3.2,32,7.7,340
2022/2/25,30,0,60.6,5.1,7.9,1270,138,7.7,450,3,32,7.7,347
2022/2/26,60,143,59.8,4.5,7.7,1360,152,7.6,468,2.8,32,7.6,350
2022/2/27,88,175,59.4,2.1,7.2,1422,143,7.6,420,2.9,32,7.6,387
2022/2/28,122,166,58.9,1.7,7.3,1370,139,7.6,443,2.8,32,7.6,375
2022/3/1,117,176,59.2,0.1,7.7,1433,142,7.6,439,2.8,32,7.6,367
2022/3/2,178,182,59.1,1.5,8,1520,153,7.6,425,2.6,32,7.6,351
2022/3/3,102,6,60.7,2.4,8.1,1541,162,7.6,454,2.4,32,7.6,361
2022/3/4,130,171,60,1.4,7.9,1451,151,7.6,421,2.3,32,7.6,354
2022/3/5,51,63,60.3,2.1,7.9,1495,146,7.7,402,2.1,32,7.7,345
2022/3/6,0,0,60.2,1.4,7.9,1420,134,7.7,398,2,32,7.7,353
2022/3/7,0,0,60,2.1,7.8,1480,139,7.7,401,2.3,32,7.7,345
2022/3/8,0,0,59.6,2.3,7.8,1421,135,7.7,420,2.1,32,7.7,366
2022/3/9,0,0,59.6,3.2,7.8,1463,142,7.7,412,2.1,32,7.7,352
2022/3/10,0,0,60.2,3.5,7.4,1523,151,7.7,404,2,32,7,341
2022/3/11,0,0,61,3.7,7.6,1454,134,7.7,410,2.1,32,7.6,351
2022/3/12,0,0,61,3.6,7.5,1514,142,7.7,421,2.3,32,7.6,364
2022/3/13,0,0,60.9,4.1,7.5,1499,164,7.7,414,2.1,32,7.6,349
2022/3/14,0,0,60.7,3.9,7.5,1533,150,7.7,402,2,32,7.7,353
2022/3/15,0,0,60.7,4.2,7.6,1463,156,7.7,420,2.3,32,7.7,360
2022/3/16,0,0,61,4.8,7.6,1502,149,7.7,412,2.2,32,7.7,346
2022/3/17,0,175,59.5,6.2,7.3,1423,141,7.7,429,2.1,32,7.7,339
2022/3/18,0,158,58.6,5.6,7.7,1526,154,7.7,416,2,32,7.7,325
2022/3/19,0,0,60.1,5.6,7.8,1546,146,7.7,426,2.2,32,7.7,334
2022/3/20,0,0,60.4,5,7.9,1465,151,7.7,439,2.1,32,7.7,351
2022/3/21,0,127,59.8,5.2,7.9,1403,131,7.7,413,2,32,7.7,342
2022/3/22,0,0,61.1,4.5,7.6,1356,167,7.6,398,1.9,32,7.6,338
2022/3/23,40,74,61.6,3.8,7.6,1398,152,7.9,387,2.7,32,7.9,356
2022/3/24,67,92,61,4.3,7.6,1685,149,8,399,6.3,32,8,346
2022/3/25,29,186,59.6,4.4,7.6,1572,156,8,411,6.1,32,8,362
2022/3/26,74,158,59.2,3.4,7.8,1624,163,8,424,6.2,32,8,351
2022/3/27,50,12,60.6,4.8,7.9,1754,145,8,486,5.8,32,8,374
2022/3/28,62,157,59.5,3.9,7.4,2687,454,8,494,6.1,32,8,354
2022/3/29,106,0,61.5,2.5,7.6,2058,398,8,454,6.8,32,8,344
2022/3/30,35,113,60.5,4.2,8.2,2278,346,7.8,477,6.3,32,7.8,323
2022/3/31,58,0,61.1,5.8,7.9,2523,298,8.1,485,7.3,32,8.1,346
2022/4/1,80,0,61.6,4.8,7.6,2359,306,8.2,496,7.2,32,8.2,385
2022/4/2,47,83,61,5.5,7.4,2163,314,8.2,485,7.1,32,8.2,374
2022/4/3,51,46,61.2,4.6,7.2,2244,295,8.2,511,7.2,32,8.2,366
2022/4/4,90,55,61.1,5.6,7.6,2451,284,8.2,521,7.1,32,8.2,378
2022/4/5,80,90,60.8,2.9,7.7,5052,451,8.2,534,7.2,32,8.2,389
2022/4/6,94,82,61.1,2.9,7.9,3508,390,8.1,496,6.4,32,8.1,331
2022/4/7,28,75,61,4.4,7.5,1690,187,7.9,474,5.3,32,7.9,315
2022/4/8,35,0,61.3,5.8,7.6,2013,258,8.2,521,5.9,32,8.2,365
2022/4/9,61,63,61,5.9,7.6,2236,198,8.3,498,6.2,32,8.3,356
2022/4/10,0,0,61.3,5.7,7.6,2487,204,8.3,516,6.3,32,8.3,370
2022/4/11,42,0,61.9,4.5,7.8,2684,236,8.3,502,6.2,32,8.3,361
2022/4/12,71,86,61.9,4,7.6,3541,354,8.3,494,6.2,32,8.3,344
2022/4/13,14,71,61.9,5.4,7.8,3214,378,8.2,514,6.3,32,8.2,354
2022/4/14,65,0,62.3,5,7.5,2688,291,8.2,489,4.9,32,8.2,339
2022/4/15,47,91,61.4,4.9,8.2,2976,264,8.2,476,4.5,32,8.2,328
2022/4/16,56,54,61.2,4.4,8.1,2312,232,8.4,423,5.6,32,8.4,385
2022/4/17,76,47,61.5,4.8,8.3,2563,251,8.4,461,5.3,32,8.4,346
2022/4/18,23,56,61,4.6,8.5,2674,263,8.4,445,4.9,32,8.4,334
2022/4/19,91,0,60.7,4.2,8.2,2219,246,8.4,452,4.5,32,8.4,317
2022/4/20,61,40,60.5,4.3,8.4,2644,235,8.4,478,4.8,32,8.4,321
2022/4/21,115,40,60.8,3.3,8.2,2864,245,8.4,467,4.7,32,8.4,341
2022/4/22,74,79,60.9,3.6,7.8,2250,271,8.2,439,4.2,32,8.2,366
2022/4/23,113,81,61,4.7,7.6,1989,260,8.2,478,4.1,32,8.2,313
2022/4/24,64,148,60.2,4.5,7.9,1897,242,8.2,465,4.2,32,8.2,320
2022/4/25,67,132,59.5,4.9,8.1,1589,301,8.4,474,5.6,32,8.4,298
2022/4/26,25,84,59.8,4.8,8.3,1748,275,8.3,487,5.3,32,8.3,305
2022/4/27,59,0,60.3,4.6,8.6,2946,192.1,8.3,461,5.1,32,8.6,324
2022/4/28,79,40,60.6,5,8.4,2544,215,8.3,474,5.2,32,8.6,303
2022/4/29,91,43,60.6,5.7,8.7,2754,246,8.3,487,5.3,32,8.6,298
2022/4/30,26,57,60.7,5.6,8.5,1681,267,8.2,459,4.8,32,8.5,338
2022/5/1,68,106,60.3,5.7,7.6,2684,246,8.2,462,4.4,32,8.2,315
2022/5/2,43,55,60.2,5.8,7.9,3541,235,8.4,410,5.3,32,8.4,295
2022/5/3,71,57,60.1,5.8,8.1,3214,245,8.4,426,5.6,33,8.4,287
2022/5/4,72,41,60.4,5.8,8.3,2688,271,8.4,447,5.8,33,8.4,301
2022/5/5,26,64,60.4,5.3,8.6,2976,260,8.2,468,6,33,8.2,317
2022/5/6,77,50,60.5,5.4,8.4,2312,242,8.2,487,5.7,33,8.2,304
2022/5/7,33,48,60.4,5.5,8.7,2563,301,8.2,477,5.3,33,8.2,314
2022/5/8,125,39,60.8,5.6,8.5,2674,136,8.2,434,4.8,33,8.2,287
2022/5/9,193,234,59.5,5.7,9,2219,136,8.2,429,5.4,33,8.2,278
2022/5/10,160,220,59.1,5.9,7.1,860,78.2,8.5,398,5.6,33,8.5,286
2022/5/11,193,195,59.4,5.8,7.4,1203,92.3,8.5,423,5.3,33,8.5,276
2022/5/12,129,180,59.4,5.9,7.5,951,80.6,8.3,467,5.5,33,8.3,282
2022/5/13,92,130,59.1,5.1,8.5,456.1,165.9,8.4,482,5.7,33,8.4,269
2022/5/14,88,38,59.9,5,8.4,587,98.2,8.4,497,5.6,33,8.4,294
2022/5/15,97,36,60,6,8.3,689,105.1,8.4,475,5.5,33,8.4,285
2022/5/16,70,126,59.5,5.2,8.2,782,136,8.3,469,5,33,8.3,256
2022/5/17,0,41,59.6,5.1,8.5,782,136,8.2,458,4.3,33,8.2,232
2022/5/18,26,0,59.9,4.1,8.7,491,137,8,437,3.1,33,8,222
2022/5/19,177,0,60.7,3.1,9.8,598,146,8.1,460,3.9,33,8.1,246
2022/5/20,126,154,60.3,2.5,9.3,613,152,7.9,388,3.6,33,7.9,249
2022/5/21,89,191,59.5,5.6,9.4,556,162,8.2,373,3.4,33,8.2,235
2022/5/22,215,167,59.7,5,9.6,687,135,8.2,410,3.5,33,8.2,248
2022/5/23,206,256,58.9,5.6,9.5,598,124,8.2,430,3.4,33,8.2,234
2022/5/24,110,169,59.1,5.1,9.4,562,143,8.2,397,3.1,33,8.2,210
2022/5/25,140,112,59.3,4,9.3,652,186,8.3,371,3,33,8.3,267
2022/5/26,174,104,59.6,5.9,9.4,473,116,8.4,362,4.3,33,8.4,235
2022/5/27,119,160,59.9,4.8,9.3,506,126,8.4,332,4.5,33,8.4,249
2022/5/28,93,171,59.5,4.9,9.2,564,137,8.3,319,4.6,33,8.3,227
2022/5/29,62,130,59.4,4.8,9.3,632,158,8.2,306,4.2,33,8.2,215
2022/5/30,125,87,59.9,2.7,9.5,412,180,8.2,275,3.5,33,8.2,163
2022/5/31,121,59,60.4,6.2,9.4,531,155,8.2,301,3.7,33,8.2,204
2022/6/1,56,117,59.8,6,9.5,473,153,8.3,298,3.5,33,8.3,152
2022/6/2,150,111,60.2,5.6,9.6,803,147,8.3,307,3.4,33,8.3,150
2022/6/3,106,160,59.5,5.4,9.4,726,152,8.3,295,3.2,33,8.3,155
2022/6/4,62,103,59.5,4.4,9.5,675,166,8.3,303,2.8,33,8.3,178
2022/6/5,87,92,59.3,4,9.3,596,158,8.2,311,2.7,33,8.2,185
2022/6/6,95,91,59.7,5,9.4,661,145,8.2,326,3,33,8.2,194
2022/6/7,55,80,59.9,4.9,9.5,458,178,8.2,331,3.1,33,8.2,163
2022/6/8,96,54,60.1,4.6,9.4,469,184,8.2,348,2.9,33,8.2,166
2022/6/9,87,100,60,4.8,9.3,388,143,8.2,356,2.4,33,8.2,172
2022/6/10,106,54,60.9,5.2,9.3,402,165,8,334,2.2,33,8,124
2022/6/11,108,50,61.5,5.4,9.2,450,156,8,360,2.1,33,8,150
2022/6/12,221,92,61.2,5.5,9.1,298,103,8,351,2.3,33,7.9,126
2022/6/13,173,103,61,5.5,8.8,357,125,8.1,346,2.7,33,8.1,138
2022/6/14,375,235,59.7,5.1,8.94,305,133,8,368,3.1,33,8,153
2022/6/15,420,260,60.8,4.5,8.6,354,112,8,373,2.8,33,8,159
2022/6/16,453,340,60.2,4.4,8.7,275,104,8,354,2.3,33,8,140
2022/6/17,406,412,58.6,4.5,8.9,158,124,7.9,336,2.7,33,7.9,152
2022/6/18,355,350,59.7,4.3,8.5,175,87,7.8,304,2.5,33,7.8,103
2022/6/19,146,212,60.3,3.7,8.4,162,113,7.7,312,2.6,33,7.7,124
2022/6/20,252,274,60.1,2.6,8.8,251,135,7.1,220,3.8,38,6.9,128
2022/6/21,142,310,60.1,3.8,8.7,223,124,7.2,269,3.5,37,7,135
2022/6/22,213,325,58.9,4,9.3,315,141,6.7,287,3.7,36,6.7,143
2022/6/23,209,285,59.1,3.8,8.5,265,128,6.5,255,3.4,34,6.5,145
2022/6/24,249,237,59.3,3.7,8.8,242,89,6.5,248,3.6,34,6.5,122
2022/6/25,2,204,59.3,4.6,8.7,273,107,6.3,264,3.8,34,6.3,136
2022/6/26,177,178,59.1,3.8,8.7,175,80,6.4,256,3.2,35,6.4,124
2022/6/27,183,173,59.1,3.6,8.8,255,112,6.4,213,3.6,35,6.4,145
2022/6/28,108,92,59.2,4.2,8.8,286,84,6.5,233,3.3,34,6.5,121
2022/6/29,31,75,59.4,3.7,8.7,269,98,6.5,241,3.5,34,6.5,130
2022/6/30,47,27,59.8,3.6,9,238,103,6.4,250,3.1,34,6.4,141
2022/7/1,168,186,59.2,2.2,8.8,226,133,6.7,231,3.4,34,6.7,126
2022/7/2,227,249,58.8,2.4,8.9,326,113,6.4,245,3.2,34,6.4,143
2022/7/3,139,134,59.2,2.5,9.3,286,97,6.4,268,3.5,34,6.4,139
2022/7/4,127,137,59.1,2.6,9.2,315,102,6.3,255,3.8,35,6.3,121
2022/7/5,54,80,59.7,3,9.1,256,85,6.3,246,3.6,36,6.3,135
2022/7/6,75,188,58.9,2,9.1,526,240,6.2,222,5.2,36,6.2,126
2022/7/7,41,95,59.3,2.5,9,489,196,6.1,237,5,36,6.1,134
2022/7/8,113,157,59.2,1.5,8.8,376,185,6.2,256,5.4,35,6.2,141
2022/7/9,63,131,59.3,2.1,8.9,328,86,6.2,243,5.2,34,6.2,125
2022/7/10,76,89,59.6,2,8.8,357,97,6.1,251,5.6,34,6.1,143
2022/7/11,68,192,59.3,1.1,9.1,368,133,6.2,269,8.6,34,6.2,161
2022/7/12,157,194,58.8,0.6,9.2,402,219,6.5,246,9.7,35,6.5,150
2022/7/13,196,210,59.3,0,9,460,169,6.4,251,9.8,35,6.4,162
2022/7/14,483,334,59.1,1.7,9.1,375,156,6.4,244,10.6,36,6.4,168
2022/7/15,358,341,59.7,3.1,8.9,389,172,6.5,232,9.2,36,6.5,171
2022/7/16,140,328,59,3.7,8.9,403,188,6.6,259,8.7,35,6.6,163
2022/7/17,136,281,58.7,4.1,8.7,357,158,6.8,262,7.5,35,6.8,145
2022/7/18,112,205,58.6,3.3,8.8,420,165,6.9,285,7.3,35,6.9,152
2022/7/19,114,189,59,3.3,9.2,398,177,6.5,296,6.7,35,6.5,158
2022/7/20,155,159,59.3,3.9,8.9,233,112,6.3,285,5.1,35,6.3,150
2022/7/21,218,255,59.5,5,8.9,342,152,6.4,269,6.2,36,6.4,178
2022/7/22,93,268,58.6,4.5,8.9,333,132,6.4,256,7.3,35,6.4,147
2022/7/23,118,84,59.2,5.7,8.8,351,140,6.4,275,7.7,35,6.4,158
2022/7/24,81,193,58.6,5.6,8.9,389,156,6.5,294,8,34,6.5,166
2022/7/25,0,101,59,5.1,8.9,346,147,6.6,305,7.6,34,6.6,175
2022/7/26,34,8,59.4,5.5,8.8,484,186,6.7,283,7.3,34,6.7,167
2022/7/27,296,176,59.3,2.9,8.9,466,192,6.7,311,8.2,35,6.7,188
2022/7/28,374,260,60,0.7,8.9,215,229,6.3,330,11.5,36,6.3,149
2022/7/29,322,321,59.6,0.4,8.8,169,97,6.3,326,8.6,36,6.3,151
2022/7/30,270,294,60.1,0,8.9,257,150,6.7,295,10.6,36,6.7,132
2022/7/31,48,258,59.3,0.2,8.9,365,173,6.8,317,9.8,36,6.8,145
2022/8/1,69,204,59.2,1.9,8.9,451,183,6.7,368,8.7,34,6.7,157
2022/8/2,112,92,59.6,2.1,8.8,398,145,6.8,352,8.3,34,6.7,143
2022/8/3,90,92,59.6,2.8,8.8,368,153,6.7,378,7.9,34,6.7,140
2022/8/4,44,15,59.9,2.8,8.9,257,126,6.6,398,7.5,35,6.6,146
2022/8/5,108,48,59.9,3.2,8.8,287,135,6.6,402,6.3,36,6.6,145
2022/8/6,94,59,59.9,1.9,8.8,325,158,6.5,386,6,36,6.5,153
2022/8/7,128,77,59.9,2,8.9,350,146,6.5,355,6.5,36,6.5,146
2022/8/8,6,99,60,1.9,8.9,367,168,6.5,369,6.2,36,6.5,142
2022/8/9,57,66,60,1.3,8.7,401,177,6.5,385,6.7,36,6.5,152
2022/8/10,67,97,59.6,1.7,8.8,398,155,6.3,374,6.3,35,6.3,161
2022/8/11,168,117,60.2,0,8.7,425,194,6.1,346,5.4,35,6.1,136
2022/8/12,273,102,59.5,0.1,8.8,956,309,6.1,380,11.3,35,6.1,196
2022/8/13,371,291,59.5,0.1,8.5,345,91,6.1,355,15.2,36,6.1,117
2022/8/14,338,282,60.3,0,8.5,401,120,6.1,321,22.3,35,6.1,113
2022/8/15,213,266,60.2,0.1,8.7,446,187,6.1,280,22.9,35,6.1,107
2022/8/16,104,221,59.7,3.4,8.7,267,157,6.1,305,18.7,35,6.1,111
2022/8/17,133,186,59.6,5.5,8.8,357,121,6.2,291,16.2,35,6.2,108
2022/8/18,104,71,60.1,4.7,8.7,566,102,6.2,278,10.4,35,6.2,125
2022/8/19,105,122,59.5,5.1,8.8,338,93,6.2,150,1.7,35,6.2,78
2022/8/20,91,64,59.6,5.3,8.9,366,113,6.2,170,1.6,35,6.2,103
2022/8/21,50,0,59.7,6,8.6,391,132,6.1,164,1.6,35,6.1,121
2022/8/22,126,90,59.6,5.7,8.7,355,123,6.2,189,3.5,35,6.2,139
2022/8/23,78,47,59.5,5.9,8.7,321,106,6.2,206,3.8,35,6.2,126
2022/8/24,90,0,59.9,6,8.5,367,152,6.2,225,3.6,35,6.2,134
2022/8/25,51,37,59.5,6.4,8.6,342,136,6.2,237,4.1,35,6.2,138
2022/8/26,105,23,59.5,6.7,8.7,271,165,6.2,244,3.9,35,6.2,107
2022/8/27,101,23,59.9,6.8,8.8,313,137,6.2,251,3.4,35,6.2,102
2022/8/28,79,0,60,6.8,8.6,273,171,6.1,266,3.1,35,6.1,111
